嗚呼	ああ
沈む	しずむ
姿勢	しせい
自然科学	しぜんかがく
自然	しぜん
思想	しそう
時速	じそく
子孫	しそん
舌	した
死体	したい
次第	しだい
事態	じたい
従う	したがう
下書き	したがき
したがって	したがって
支度	したく
親しい	したしい
下町	したまち
七	しち
自治	じち
質	しつ
実感	じっかん
失業	しつぎょう
湿気	しっけ
湿気	しっき
実験	じっけん
実現	じつげん
	しつこい
実行	じっこう
実際	じっさい
実施	じっし
実習	じっしゅう
実績	じっせき
湿度	しつど
	じっと
実に	じつに
実は	じつは
執筆	しっぴつ
実物	じつぶつ
	しっぽ
失望	しつぼう
実用	じつよう
実力	じつりょく
実例	じつれい
失恋	しつれん
指定	してい
私鉄	してつ
支店	してん
指導	しどう
自動	じどう
児童	じどう
品	しな
支配	しはい
芝居	しばい
	しばしば
芝生	しばふ
支払	しはらい
支払う	しはらう
縛る	しばる
地盤	じばん
	しびれる
紙幣	しへい
死亡	しぼう
	しぼむ
絞る	しぼる
資本	しほん
縞	しま
しまい	（終わり）
姉妹	しまい
しまう	（終わる）
しまった	（感）
自慢	じまん
地味	じみ
	しみじみ
事務	じむ
氏名	しめい
締切	しめきり
締め切る	しめきる
示す	しめす
占める	しめる
湿る	しめる
下	しも
霜	しも
	じゃあ
	ジャーナリスト
社会科学	しゃかいかがく
	しゃがむ
蛇口	じゃぐち
弱点	じゃくてん
車庫	しゃこ
車掌	しゃしょう
写生	しゃせい
社説	しゃせつ
借金	しゃっきん
	しゃっくり
	シャッター
	しゃぶる
	しゃべる
邪魔	じゃま
車輪	しゃりん
洒落	しゃれ
	じゃんけん
週	しゅう
州	しゅう
十	じゅう
銃	じゅう
周囲	しゅうい
集会	しゅうかい
収穫	しゅうかく
週間	しゅうかん
住居	じゅうきょ
宗教	しゅうきょう
集金	しゅうきん
集合	しゅうごう
習字	しゅうじ
重視	じゅうし
就職	しゅうしょく
	ジュース
修正	しゅうせい
修繕	しゅうぜん
重体	じゅうたい
渋滞	じゅうたい
重大	じゅうだい
住宅	じゅうたく
集団	しゅうだん
じゅうたん	（カーペット）
集中	しゅうちゅう
終点	しゅうてん
重点	じゅうてん
収入	しゅうにゅう
就任	しゅうにん
周辺	しゅうへん
住民	じゅうみん
重役	じゅうやく
重要	じゅうよう
修理	しゅうり
終了	しゅうりょう
重量	じゅうりょう
重力	じゅうりょく
主義	しゅぎ
熟語	じゅくご
祝日	しゅくじつ
縮小	しゅくしょう
宿泊	しゅくはく
受験	じゅけん
主語	しゅご
手術	しゅじゅつ
首相	しゅしょう
手段	しゅだん
主張	しゅちょう
出勤	しゅっきん
述語	じゅつご
出身	しゅっしん
出席	しゅっせき
出張	しゅっちょう
出発	しゅっぱつ
出版	しゅっぱん
首都	しゅと
主婦	しゅふ
寿命	じゅみょう
主役	しゅやく
主要	しゅよう
需要	じゅよう
種類	しゅるい
受話器	じゅわき
順	じゅん
瞬間	しゅんかん
循環	じゅんかん
巡査	じゅんさ
順々	じゅんじゅん
順序	じゅんじょ
純情	じゅんじょう
純粋	じゅんすい
順調	じゅんちょう
順番	じゅんばん
準備	じゅんび
使用	しよう
小	しょう
章	しょう
賞	しょう
上	じょう
消化	しょうか
障害	しょうがい
奨学金	しょうがくきん
小学生	しょうがくせい
	しょうがない
将棋	しょうぎ
蒸気	じょうき
定規	じょうぎ
乗客	じょうきゃく
上級	じょうきゅう
商業	しょうぎょう
上京	じょうきょう
状況	じょうきょう
消極的	しょうきょくてき
賞金	しょうきん
上下	じょうげ
条件	じょうけん
正午	しょうご
障子	しょうじ
正直	しょうじき
常識	じょうしき
商社	しょうしゃ
乗車	じょうしゃ
上旬	じょうじゅん
少女	しょうじょ
少々	しょうしょう
症状	しょうじょう
生じる	しょうじる
生ずる	しょうずる
小数	しょうすう
招待	しょうたい
状態	じょうたい
上達	じょうたつ
冗談	じょうだん
承知	しょうち
商店	しょうてん
焦点	しょうてん
上等	じょうとう
消毒	しょうどく
衝突	しょうとつ
商人	しょうにん
承認	しょうにん
少年	しょうねん
勝敗	しょうはい
商売	しょうばい
蒸発	じょうはつ
消費	しょうひ
商品	しょうひん
賞品	しょうひん
勝負	しょうぶ
小便	しょうべん
消防	しょうぼう
消防署	しょうぼうしょ
情報	じょうほう
正味	しょうみ
証明	しょうめい
正面	しょうめん
消耗	しょうもう
醤油	しょうゆ
省略	しょうりゃく
女王	じょおう
初級	しょきゅう
助教授	じょきょうじゅ
職	しょく
食塩	しょくえん
職業	しょくぎょう
食事	しょくじ
食卓	しょくたく
職人	しょくにん
食品	しょくひん
植物	しょくぶつ
食物	しょくもつ
食欲	しょくよく
食料	しょくりょう
食糧	しょくりょう
書斎	しょさい
女子	じょし
助手	じょしゅ
初旬	しょじゅん
徐々に	じょじょに
書籍	しょせき
食器	しょっき
	ショップ
書店	しょてん
書道	しょどう
署名	しょめい
書物	しょもつ
女優	じょゆう
処理	しょり
書類	しょるい
白髪	しらが
知らせ	しらせ
尻	しり
知合い	しりあい
	シリーズ
私立	しりつ
資料	しりょう
汁	しる
印	しるし
城	しろ
素人	しろうと
芯	しん
進学	しんがく
新幹線	しんかんせん
真空	しんくう
神経	しんけい
真剣	しんけん
信仰	しんこう
信号	しんごう
人工	じんこう
深刻	しんこく
診察	しんさつ
人種	じんしゅ
信じる	しんじる
信ずる	しんずる
心身	しんしん
申請	しんせい
人生	じんせい
親戚	しんせき
新鮮	しんせん
心臓	しんぞう
人造	じんぞう
身体	しんたい
寝台	しんだい
診断	しんだん
身長	しんちょう
慎重	しんちょう
侵入	しんにゅう
心配	しんぱい
審判	しんぱん
人物	じんぶつ
人文科学	じんぶんかがく
進歩	しんぽ
人命	じんめい
深夜	しんや
親友	しんゆう
信用	しんよう
信頼	しんらい
心理	しんり
森林	しんりん
親類	しんるい
人類	じんるい
針路	しんろ
神話	しんわ
巣	す
酢	す
図	ず
水産	すいさん
炊事	すいじ
水準	すいじゅん
水蒸気	すいじょうき
推薦	すいせん
水素	すいそ
垂直	すいちょく
	スイッチ
推定	すいてい
水滴	すいてき
水筒	すいとう
随筆	ずいひつ
水分	すいぶん
随分	ずいぶん
水平	すいへい
水平線	すいへいせん
睡眠	すいみん
水曜	すいよう
数	すう
数字	すうじ
	ずうずうしい
	ずうっと
	スープ
末	すえ
末っ子	すえっこ
姿	すがた
	スカーフ
図鑑	ずかん
杉	すぎ
	スキー
好き嫌い	すききらい
好き好き	すきずき
透き通る	すきとおる
隙間	すきま
空く	すく
救う	すくう
	スクール
	すくなくとも
優れる	すぐれる
図形	ずけい
	スケート
	スケジュール
	すごい
少しも	すこしも
過ごす	すごす
筋	すじ
鈴	すず
涼む	すずむ
進める	すすめる
勧める	すすめる
	スター
	スタート
	スタイル
	スタンド
	スチュワーデス
頭痛	ずつう
	すっきり
	ずっと
	すっぱい
	ステージ
	すてき
既に	すでに
棄てる	すてる
	ストッキング
	ストップ
素直	すなお
	すなわち
頭脳	ずのう
素晴らしい	すばらしい
	スピーカー
	スピーチ
図表	ずひょう
全て	すべて
	スマート
住まい	すまい
済ませる	すませる
	すまない
角	すみ
墨	すみ
すみません	（感）
澄む	すむ
清む	すむ
相撲	すもう
	スライド
	ずらす
	ずらり
掏摸	すり
刷る	する
為る	する
狡い	ずるい
すると	すると
鋭い	するどい
	すれちがう
滑れる	ずれる
寸法	すんぽう
背	せい
正	せい
生	せい
性	せい
姓	せい
所為	せい
税	ぜい
性格	せいかく
正確	せいかく
税関	ぜいかん
世紀	せいき
請求	せいきゅう
税金	ぜいきん
清潔	せいけつ
制限	せいげん
成功	せいこう
製作	せいさく
制作	せいさく
生産	せいさん
正式	せいしき
性質	せいしつ
清書	せいしょ
青少年	せいしょうねん
精神	せいしん
成人	せいじん
整数	せいすう
精々	せいぜい
成績	せいせき
清掃	せいそう
製造	せいぞう
生存	せいぞん
贅沢	ぜいたく
成長	せいちょう
生長	せいちょう
制度	せいど
政党	せいとう
青年	せいねん
生年月日	せいねんがっぴ
性能	せいのう
整備	せいび
製品	せいひん
政府	せいふ
生物	せいぶつ
成分	せいぶん
性別	せいべつ
正方形	せいほうけい
生命	せいめい
正門	せいもん
整理	せいり
成立	せいりつ
西暦	せいれき
背負う	せおう
咳	せき
石炭	せきたん
赤道	せきどう
責任	せきにん
石油	せきゆ
世間	せけん
説	せつ
折角	せっかく
積極的	せっきょくてき
接近	せっきん
設計	せっけい
石鹸	せっけん
接する	せっする
	せっせと
接続	せつぞく
絶対	ぜったい
	セット
設備	せつび
絶滅	ぜつめつ
節約	せつやく
瀬戸物	せともの
是非	ぜひ
	ぜひとも
迫る	せまる
	ゼミ
	せめて
攻める	せめる
責める	せめる
	セメント
世話	せわ
栓	せん
善	ぜん
全	ぜん
全員	ぜんいん
前後	ぜんご
専攻	せんこう
全国	ぜんこく
洗剤	せんざい
先日	せんじつ
前者	ぜんしゃ
選手	せんしゅ
全集	ぜんしゅう
全身	ぜんしん
前進	ぜんしん
扇子	せんす
専制	せんせい
全然	ぜんぜん
先々月	せんせんげつ
先々週	せんせんしゅう
先祖	せんぞ
	センター
全体	ぜんたい
選択	せんたく
先端	せんたん
	センチ
宣伝	せんでん
先頭	せんとう
全般	ぜんぱん
扇風機	せんぷうき
線路	せんろ
そう	そう
象	ぞう
相違	そうい
	そういえば
騒音	そうおん
増加	ぞうか
雑巾	ぞうきん
増減	ぞうげん
倉庫	そうこ
相互	そうご
操作	そうさ
創作	そうさく
掃除	そうじ
葬式	そうしき
	そうして
造船	ぞうせん
想像	そうぞう
騒々しい	そうぞうしい
相続	そうぞく
増大	ぞうだい
相談	そうだん
装置	そうち
	そうっと
相当	そうとう
送別	そうべつ
草履	ぞうり
総理大臣	そうりだいじん
送料	そうりょう
属する	ぞくする
続々	ぞくぞく
速達	そくたつ
測定	そくてい
速度	そくど
測量	そくりょう
速力	そくりょく
そこ	そこ
底	そこ
	そこで
組織	そしき
素質	そしつ
	そして
祖先	そせん
注ぐ	そそぐ
	そそっかしい
育つ	そだつ
	そっくり
卒直	そっちょく
	そっと
袖	そで
備える	そなえる
具える	そなえる
その	その
	そのうえ
	そのうち
	そのころ
	そのため
	そのほか
	そのまま
側	そば
蕎麦	そば
	ソファー
粗末	そまつ
剃る	そる
それ	（接。感）
	それぞれ
	それでも
	それと
	それとも
	それなのに
逸れる	それる
揃う	そろう
揃える	そろえる
算盤	そろばん
損	そん
損害	そんがい
尊敬	そんけい
存在	そんざい
存じる	ぞんじる
存ずる	ぞんずる
尊重	そんちょう
損得	そんとく
田	た
田ぼ	たんぼ
他	た
対	たい
大	だい
台	だい
題	だい
体育	たいいく
だいいち	（副）
退院	たいいん
体温	たいおん
大会	たいかい
大学院	だいがくいん
大気	たいき
代金	だいきん
大工	だいく
退屈	たいくつ
体系	たいけい
太鼓	たいこ
滞在	たいざい
対策	たいさく
大使	たいし
大した	たいした
大して	たいして
対象	たいしょう
対照	たいしょう
大小	だいしょう
大臣	だいじん
対する	たいする
体制	たいせい
体積	たいせき
大戦	たいせん
大層	たいそう
体操	たいそう
大抵	たいてい
態度	たいど
大統領	だいとうりょう
大半	たいはん
代表	だいひょう
大分	だいぶん
大部分	だいぶぶん
	タイプライター
大変	たいへん
逮捕	たいほ
大木	たいぼく
題名	だいめい
代名詞	だいめいし
	タイア
	ダイヤ
	ダイヤグラム
	ダイヤモンド
	ダイヤル
太陽	たいよう
平ら	たいら
代理	だいり
大陸	たいりく
Ͼ立	たいりつ
田植え	たうえ
絶えず	たえず
楕円	だえん
倒す	たおす
	タオル
だが	だが
互い	たがい
高める	たかめる
耕す	たがやす
宝	たから
だから	だから
滝	たき
宅	たく
炊く	たく
焚く	たく
蓄える	たくわえる
竹	たけ
	だけど
確かめる	たしかめる
多少	たしょう
助かる	たすかる
助ける	たすける
	ただ
只	ただ
唯	ただ
戦い	たたかい
戦う	たたかう
叩く	たたく
但し	ただし
直ちに	ただちに
畳む	たたむ
立ち上がる	たちあがる
立ち止まる	たちどまる
立場	たちば
	たちまち
建つ	たつ
発つ	たつ
経つ	たつ
達する	たっする
脱線	だっせん
唯	たった
	だって
	たっぷり
縦	たて
妥当	だとう
	たとえ
例える	たとえる
谷	たに
他人	たにん
種	たね
頼もしい	たのもしい
束	たば
足袋	たび
度	たび
旅	たび
	たびたび
	ダブル
多分	たぶん
玉	たま
球	たま
弾	たま
偶	たま
	だます
偶々	たまたま
	たまらない
溜まる	たまる
黙る	だまる
	ダム
駄目	だめ
溜息	ためいき
試し	ためし
試す	ためす
	ためらう
溜める	ためる
便り	たより
頼る	たよる
	だらしない
足る	たる
誰か	だれか
段	だん
単位	たんい
段階	だんかい
短期	たんき
単語	たんご
炭鉱	たんこう
男子	だんし
単純	たんじゅん
短所	たんしょ
誕生	たんじょう
	たんす
	ダンス
淡水	たんすい
断水	だんすい
単数	たんすう
団体	だんたい
団地	だんち
断定	だんてい
担当	たんとう
単なる	たんなる
単に	たんに
短編	たんぺん
地	ち
地位	ちい
地域	ちいき
	チーズ
	チーム
知恵	ちえ
地下	ちか
違い	ちがい
違いない	ちがいない
誓う	ちかう
近頃	ちかごろ
地下水	ちかすい
近々	ちかぢか
近付ける	ちかづける
近寄る	ちかよる
力強い	ちからづよい
地球	ちきゅう
	ちぎる
地区	ちく
遅刻	ちこく
知事	ちじ
知識	ちしき
地質	ちしつ
知人	ちじん
地帯	ちたい
父親	ちちおや
縮む	ちぢむ
縮める	ちぢめる
縮れる	ちぢれる
	チップ
地点	ちてん
知能	ちのう
地平線	ちへいせん
地方	ちほう
地名	ちめい
茶	ちゃ
茶色い	ちゃいろい
着々	ちゃくちゃく
茶碗	ちゃわん
	チャンス
	ちゃんと
中	ちゅう
注	ちゅう
中央	ちゅうおう
中学	ちゅうがく
中間	ちゅうかん
中古	ちゅうこ
中止	ちゅうし
駐車	ちゅうしゃ
中旬	ちゅうじゅん
抽象	ちゅうしょう
昼食	ちゅうしょく
中心	ちゅうしん
中世	ちゅうせい
中性	ちゅうせい
中途	ちゅうと
中年	ちゅうねん
注目	ちゅうもく
注文	ちゅうもん
超過	ちょうか
長期	ちょうき
彫刻	ちょうこく
調査	ちょうさ
調子	ちょうし
長所	ちょうしょ
長女	ちょうじょ
頂上	ちょうじょう
調整	ちょうせい
調節	ちょうせつ
	ちょうだい
長短	ちょうたん
頂点	ちょうてん
長男	ちょうなん
長方形	ちょうほうけい
調味料	ちょうみりょう
	チョーク
貯金	ちょきん
直後	ちょくご
直接	ちょくせつ
直線	ちょくせん
直前	ちょくぜん
直通	ちょくつう
直流	ちょくりゅう
著者	ちょしゃ
貯蔵	ちょぞう
直角	ちょっかく
直径	ちょっけい
散らかす	ちらかす
散らかる	ちらかる
散らす	ちらす
塵紙	ちりがみ
散る	ちる
遂に	ついに
追加	ついか
	ついで
通過	つうか
通貨	つうか
通学	つうがく
通勤	つうきん
通行	つうこう
通じる	つうじる
通ずる	つうずる
通信	つうしん
通知	つうち
通帳	つうちょう
通訳	つうやく
通用	つうよう
通路	つうろ
捕まる	つかまる
掴む	つかむ
疲れ	つかれ
月	つき
付き合い	つきあい
付合う	つきあう
突き当たり	つきあたり
突き当たる	つきあたる
次々	つぎつぎ
月日	つきひ
就く	つく
点く	つく
突く	つく
次ぐ	つぐ
注ぐ	つぐ
作る/造る	つくる
付ける	つける
着ける	つける
点ける	つける
浸ける	つける
伝わる	つたわる
土	つち
続き	つづき
突っ込む	つっこむ
包み	つつみ
勤め	つとめ
務め	つとめ
務める	つとめる
努める	つとめる
綱	つな
繋がり	つながり
繋がる	つながる
繋ぐ	つなぐ
繋げる	つなげる
常に	つねに
翼	つばさ
粒	つぶ
潰す	つぶす
潰れる	つぶれる
	つまずく
	つまり
詰まる	つまる
罪	つみ
積む	つむ
爪	つめ
詰める	つめる
積もる	つもる
艶	つや
梅雨	つゆ
強気	つよき
辛い	つらい
釣	つり
釣り合う	つりあう
吊る	つる
吊す	つるす
連れ	つれ
	で
出会い	であい
出合い	であい
出会う	であう
手洗い	てあらい
提案	ていあん
定員	ていいん
定価	ていか
低下	ていか
定期	ていき
定期券	ていきけん
定休日	ていきゅうび
抵抗	ていこう
停止	ていし
停車	ていしゃ
提出	ていしゅつ
停電	ていでん
程度	ていど
出入り	でいり
出入口	でいりぐち
停留所	ていりゅうじょ
手入れ	ていれ
	デート
	テーマ
出掛ける	でかける
敵	てき
出来上がり	できあがり
出来上がる	できあがる
的確	てきかく
適確	てきかく
出来事	できごと
適する	てきする
適切	てきせつ
適度	てきど
適用	てきよう
できる	（可能。出現。発生）
出来るだけ	できるだけ
	できれば
手首	てくび
凸凹	でこぼこ
手頃	てごろ
手品	てじな
	ですから
	でたらめ
手帳	てちょう
鉄	てつ
哲学	てつがく
鉄橋	てっきょう
手伝い	てつだい
手続き	てつづき
徹底	てってい
鉄道	てつどう
鉄砲	てっぽう
徹夜	てつや
	テニスコート
手拭い	てぬぐい
では	では
手間	てま
手前	てまえ
出迎え	でむかえ
出迎える	でむかえる
でも	でも
	デモ
照らす	てらす
照る	てる
展開	てんかい
伝記	でんき
電球	でんきゅう
典型	てんけい
天候	てんこう
電子	でんし
点数	てんすう
伝染	でんせん
電池	でんち
点々	てんてん
転々	てんてん
電柱	でんちゅう
	テント
伝統	でんとう
天然	てんねん
天皇	てんのう
電波	でんぱ
	テンポ
電流	でんりゅう
電力	でんりょく
度	ど
問い	とい
問い合わせ	といあわせ
党	とう
塔	とう
どう	（接。副）
銅	どう
答案	とうあん
統一	とういつ
同一	どういつ
	どうか
同格	どうかく
峠	とうげ
統計	とうけい
動作	どうさ
東西	とうざい
当時	とうじ
動詞	どうし
同時	どうじ
当日	とうじつ
	どうしても
投書	とうしょ
登場	とうじょう
	どうせ
	どうぞよろしく
灯台	とうだい
到着	とうちゃく
道徳	どうとく
盗難	とうなん
当番	とうばん
投票	とうひょう
等分	とうぶん
透明	とうめい
灯油	とうゆ
東洋	とうよう
同様	どうよう
同僚	どうりょう
道路	どうろ
童話	どうわ
十	とお
通す	とおす
通り	とおり
通り掛かる	とおりかかる
通り過ぎる	とおりすぎる
都会	とかい
溶かす	とかす
尖る	とがる
時	とき
	どきどき
溶く	とく
解く	とく
退く	どく
毒	どく
得意	とくい
特殊	とくしゅ
読書	どくしょ
特色	とくしょく
独身	どくしん
特徴	とくちょう
特長	とくちょう
特定	とくてい
独特	どくとく
特売	とくばい
独立	どくりつ
溶け込む	とけこむ
溶ける	とける
解ける	とける
退ける	どける
	どこか
床の間	とこのま
床屋	とこや
	ところが
	ところで
所々	ところどころ
登山	とざん
都市	とし
年月	としつき
図書	としょ
年寄	としより
閉じる	とじる
都心	としん
戸棚	とだな
途端	とたん
土地	とち
	とっくに
突然	とつぜん
	どっと
	トップ
届く	とどく
整う	ととのう
留まる	とどまる
	どなる
	とにかく
飛ばす	とばす
飛び込む	とびこむ
飛び出す	とびだす
跳ぶ	とぶ
留まる	とまる
留める	とめる
泊める	とめる
友	とも
	ともかく
共に	ともに
土曜	どよう
虎	とら
	ドライブ
捕える	とらえる
	トラック
	ドラマ
	トランプ
取り上げる	とりあげる
取り入れる	とりいれる
取り消す	とりけす
取り出す	とりだす
努力	どりょく
採る	とる
捕る	とる
どれ	どれ
	トレーニング
	ドレス
取れる	とれる
泥	どろ
とん	（1000
	とんでもない
	どんな
	どんなに
	トンネル
丼	どんぶり
名	な
内科	ないか
内線	ないせん
内容	ないよう
	ナイロン
	なお
治す	なおす
仲	なか
永い	ながい
流す	ながす
仲直り	なかなおり
	なかなか
半ば	なかば
長引く	ながびく
仲間	なかま
中身	なかみ
中味	なかみ
眺め	ながめ
眺める	ながめる
中指	なかゆび
仲良し	なかよし
流れ	ながれ
流れる	ながれる
慰める	なぐさめる
亡くす	なくす
	なぐる
無し	なし
為す	なす
	なぜなら
謎	なぞ
謎謎	なぞなぞ
傾らか	なだらか
懐かしい	なつかしい
納得	なっとく
撫でる	なでる
等	など
七	なな
斜め	ななめ
何	なに
何	なん
何か	なにか
	なにしろ
何々	なになに
何分	なにぶん
	なにも
鍋	なべ
生	なま
生意気	なまいき
怠ける	なまける
波	なみ
並木	なみき
涙	なみだ
悩む	なやむ
倣う	ならう
鳴らす	ならす
為る	なる
成る	なる
生る	なる
馴れる	なれる
縄	なわ
南極	なんきょく
何で	なんで
何でも	なんでも
何とか	なんとか
	なんとなく
	なんとも
	ナンバー
南米	なんべい
南北	なんぼく
似合う	にあう
煮える	にえる
匂い	におい
匂う	におう
逃がす	にがす
苦手	にがて
握る	にぎる
憎い	にくい
憎む	にくむ
憎らしい	にくらしい
	にこにこ
濁る	にごる
虹	にじ
日	にち
日時	にちじ
日常	にちじょう
日曜	にちよう
日用品	にちようひん
日課	にっか
日光	にっこう
日中	にっちゅう
	にっこり
日程	にってい
日本	にっぽん
日本	にほん
鈍い	にぶい
入院	にゅういん
入学	にゅうがく
入社	にゅうしゃ
入場	にゅうじょう
女房	にょうぼう
睨む	にらむ
煮る	にる
俄	にわか
人気	にんき
人間	にんげん
縫う	ぬう
抜く	ぬく
抜ける	ぬける
布	ぬの
濡らす	ぬらす
濡れる	ぬれる
ね	（感）
根	ね
値	ね
願い	ねがい
願う	ねがう
	ねじ
捩る	ねじる
鼠	ねずみ
値段	ねだん
	ネックレス
熱心	ねっしん
熱する	ねっする
熱帯	ねったい
熱中	ねっちゅう
寝間着	ねまき
寝巻	ねまき
狙い	ねらい
狙う	ねらう
年間	ねんかん
年月	ねんげつ
年中	ねんじゅう
年代	ねんだい
年度	ねんど
年齢	ねんれい
野	の
能	のう
農家	のうか
農業	のうぎょう
農産物	のうさんぶつ
農村	のうそん
濃度	のうど
農民	のうみん
農薬	のうやく
能率	のうりつ
能力	のうりょく
ノー	（no）
軒	のき
	のこぎり
残す	のこす
残らず	のこらず
残り	のこり
乗せる	のせる
載せる	のせる
覗く	のぞく
除く	のぞく
望み	のぞみ
望む	のぞむ
後	のち
	ノック
喉	のど
伸ばす	のばす
延ばす	のばす
伸びる	のびる
延びる	のびる
述べる	のべる
上り	のぼり
上る	のぼる
昇る	のぼる
糊	のり
乗換	のりかえ
載る	のる
鈍い	のろい
	のろのろ
呑気	のんき
	のんびり
場	ば
はあ	（感）
	パーセント
はい	（感）
灰	はい
灰色	はいいろ
梅雨	ばいう
	バイオリン
	ハイキング
俳句	はいく
拝見	はいけん
配達	はいたつ
売店	ばいてん
	バイバイ
売買	ばいばい
	パイプ
俳優	はいゆう
	パイロット
這う	はう
生える	はえる
墓	はか
馬鹿	ばか
剥す	はがす
博士	はかせ
	ばからしい
秤	はかり
計る	はかる
量る	はかる
測る	はかる
吐き気	はきけ
	はきはき
履く	はく
掃く	はく
吐く	はく
拍手	はくしゅ
莫大	ばくだい
爆発	ばくはつ
博物館	はくぶつかん
歯車	はぐるま
激しい	はげしい
	バケツ
挟まる	はさまる
	はさみ
挟む	はさむ
破産	はさん
端	はし
箸	はし
梯子	はしご
始まり	はじまり
始めに	はじめに
初めに	はじめに
	はじめまして
斜	はす
	パス
外す	はずす
	パスポート
外れる	はずれる
旗	はた
肌	はだ
	パターン
裸	はだか
肌着	はだぎ
畑	はたけ
果して	はたして
二十	はたち
働き	はたらき
鉢	はち
×	ばつ
発揮	はっき
	バック
	バッグ
発見	はっけん
発行	はっこう
発車	はっしゃ
発射	はっしゃ
罰する	ばっする
発想	はっそう
発達	はったつ
	ばったり
発展	はってん
発電	はつでん
発売	はつばい
発表	はっぴょう
発明	はつめい
派手	はで
話合い	はなしあい
話し合う	はなしあう
話し掛ける	はなしかける
話中	はなしちゅう
離す	はなす
放す	はなす
甚だしい	はなはだしい
花火	はなび
花嫁	はなよめ
離れる	はなれる
放れる	はなれる
羽	はね
羽根	はね
	ばね
跳ねる	はねる
幅	はば
母親	ははおや
省く	はぶく
破片	はへん
歯磨き	はみがき
	はめる
場面	ばめん
早口	はやくち
流行る	はやる
腹	はら
原	はら
払い込む	はらいこむ
払い戻す	はらいもどす
	バランス
針	はり
針金	はりがね
張り切る	はりきる
張る	はる
番	ばん
	バン
範囲	はんい
反映	はんえい
半径	はんけい
判子	はんこ
反抗	はんこう
犯罪	はんざい
万歳	ばんざい
	ハンサム
判事	はんじ
反省	はんせい
判断	はんだん
番地	ばんち
	パンツ
	バンド
半島	はんとう
	ハンドル
犯人	はんにん
販売	はんばい
灯	ひ
日当たり	ひあたり
	ビール
被害	ひがい
日帰り	ひがえり
比較	ひかく
比較的	ひかくてき
日陰	ひかげ
	ぴかぴか
引受る	ひきうける
引返す	ひきかえす
引算	ひきざん
引出す	ひきだす
引き止める	ひきとめる
卑怯	ひきょう
引分け	ひきわけ
轢く	ひく
	ピクニック
髭	ひげ
悲劇	ひげき
飛行	ひこう
膝	ひざ
陽射	ひざし
肘	ひじ
非常	ひじょう
美人	びじん
	ピストル
額	ひたい
	ビタミン
	ぴたり
引っ掛かる	ひっかかる
筆記	ひっき
	びっくり
引っ繰り返す	ひっくりかえす
引っ繰り返る	ひっくりかえる
日付	ひづけ
引越し	ひっこし
引っ込む	ひっこむ
必死	ひっし
筆者	ひっしゃ
必需品	ひつじゅひん
	ぴったり
引っ張る	ひっぱる
否定	ひてい
	ビデオ
一言	ひとこと
人込み	ひとごみ
人差指	ひとさしゆび
等しい	ひとしい
一通り	ひととおり
人通り	ひとどおり
	ひとまず
瞳	ひとみ
一休み	ひとやすみ
独り	ひとり
独り言	ひとりごと
	ひとりでに
一人一人	ひとりひとり
	ビニール
皮肉	ひにく
日日	ひにち
捻る	ひねる
日の入り	ひのいり
日の出	ひので
批判	ひはん
響き	ひびき
響く	ひびく
批評	ひひょう
皮膚	ひふ
秘密	ひみつ
微妙	びみょう
紐	ひも
冷やす	ひやす
	ひゃっかじてん
費用	ひよう
表	ひょう
美容	びよう
秒	びょう
評価	ひょうか
表現	ひょうげん
表紙	ひょうし
標識	ひょうしき
標準	ひょうじゅん
表情	ひょうじょう
平等	びょうどう
評判	ひょうばん
標本	ひょうほん
表面	ひょうめん
評論	ひょうろん
平仮名	ひらがな
	ビルディング
昼寝	ひるね
広がる	ひろがる
広げる	ひろげる
広さ	ひろさ
広場	ひろば
広々	ひろびろ
広める	ひろめる
品	ひん
瓶	びん
便	びん
	ピン
	ピンク
便箋	びんせん
瓶詰	びんづめ
不	ふ
不	ぶ
無	ぶ
分	ぶ
	ファスナー
不安	ふあん
風景	ふうけい
風船	ふうせん
夫婦	ふうふ
不運	ふうん
笛	ふえ
殖える	ふえる
不可	ふか
深まる	ふかまる
武器	ぶき
不規則	ふきそく
普及	ふきゅう
付近	ふきん
拭く	ふく
副詞	ふくし
複写	ふくしゃ
複数	ふくすう
服装	ふくそう
含む	ふくむ
含める	ふくめる
膨らます	ふくらます
膨らむ	ふくらむ
袋	ふくろ
不潔	ふけつ
更ける	ふける
不幸	ふこう
符号	ふごう
夫妻	ふさい
塞がる	ふさがる
塞ぐ	ふさぐ
	ふざける
無沙汰	ぶさた
節	ふし
武士	ぶし
無事	ぶじ
不思議	ふしぎ
部首	ぶしゅ
不自由	ふじゆう
夫人	ふじん
婦人	ふじん
襖	ふすま
不正	ふせい
防ぐ	ふせぐ
不足	ふそく
附属	ふぞく
蓋	ふた
舞台	ぶたい
双子	ふたご
再び	ふたたび
普段	ふだん
縁	ふち
打つ	ぶつ
不通	ふつう
物価	ぶっか
	ぶつかる
	ぶつける
物質	ぶっしつ
物騒	ぶっそう
	ぶつぶつ
物理	ぶつり
筆	ふで
ふと	（副）
船便	ふなびん
船	ふね
部品	ぶひん
吹雪	ふぶき
部分	ぶぶん
不平	ふへい
父母	ふぼ
不満	ふまん
踏切	ふみきり
麓	ふもと
増やす	ふやす
殖やす	ふやす
	フライパン
	ブラウス
	ぶらさげる
	ブラシ
	プラス
	プラスチック
	プラットホーム
	プラン
不利	ふり
	フリー
振り仮名	ふりがな
